Accession,Length,Protein,Geo_Location,Collection_Date
QKV36047,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-16
QKV36059,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-14
QKV36071,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-14
QKV36083,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-15
QKV36095,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-14
QKV36107,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-15
QKV36119,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-14
QKV36131,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-07
QKV36143,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-04-13
QKV36155,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-13
QKV36167,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-04-16
QKV36179,1273,surface glycoprotein,"USA: Washington,Asotin County",2020-04-11
QKV36191,1273,surface glycoprotein,"USA: Washington,Jefferson County",2020-04-08
QKV36203,1273,surface glycoprotein,"USA: Washington,King County",2020-04-16
QKV36215,1273,surface glycoprotein,"USA: Washington,King County",2020-04-09
QKV36227,1273,surface glycoprotein,"USA: Washington,King County",2020-04-08
QKV36239,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36251,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-13
QKV36263,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36275,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-14
QKV36287,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-12
QKV36299,1273,surface glycoprotein,"USA: Washington,Adams County",2020-04-07
QKV36311,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-13
QKV36323,1273,surface glycoprotein,"USA: Washington,King County",2020-04-11
QKV36335,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-08
QKV36347,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-15
QKV36359,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-13
QKV36371,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-16
QKV36383,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-04-16
QKV36395,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-12
QKV36407,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-16
QKV36419,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-04-11
QKV36431,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-14
QKV36443,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-08
QKV36455,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-08
QKV36467,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-11
QKV36479,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-08
QKV36491,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-14
QKV36503,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-16
QKV36515,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-16
QKV36539,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-16
QKV36551,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-10
QKV36563,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-11
QKV36575,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-14
QKV36587,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36599,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-12
QKV36611,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-10
QKV36623,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-15
QKV36635,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-16
QKV36647,1273,surface glycoprotein,"USA: Washington,King County",2020-04-10
QKV36659,1273,surface glycoprotein,"USA: Washington,King County",2020-04-07
QKV36671,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-04-09
QKV36683,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-16
QKV36695,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36707,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-04-14
QKV36719,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-15
QKV36731,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36743,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36767,1273,surface glycoprotein,"USA: Washington,King County",2020-04-09
QKV36779,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36791,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-15
QKV36803,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-08
QKV36815,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36827,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36839,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-09
QKV36851,1273,surface glycoprotein,"USA: Washington,King County",2020-04-07
QKV36863,1273,surface glycoprotein,"USA: Washington,King County",2020-04-09
QKV36875,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36887,1273,surface glycoprotein,"USA: Washington,King County",2020-04-07
QKV36899,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-11
QKV36911,1273,surface glycoprotein,"USA: Washington,King County",2020-04-07
QKV36923,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-14
QKV36935,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-09
QKV36947,1273,surface glycoprotein,"USA: Washington,King County",2020-04-07
QKV36959,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-15
QKV36971,1273,surface glycoprotein,"USA: Washington,Benton County",2020-04-10
QKV36983,1273,surface glycoprotein,"USA: Washington,King County",2020-04-14
QKV36995,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-11
QKV37031,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-04-17
QKV37043,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-17
QKV37055,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-14
QKV37067,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-08
QKV37079,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-13
QKV37091,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-04-17
QKV38749,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-16
QKV38761,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV38797,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-30
QKV38809,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-18
QKV38821,1273,surface glycoprotein,"USA: Washington, King County",2020-04-24
QKV38869,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-26
QKV38881,1273,surface glycoprotein,"USA: Washington, King County",2020-04-24
QKV38893,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV38905,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV38917,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV38929,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV38952,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-29
QKV38964,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV38976,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-30
QKV38988,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-26
QKV39000,1273,surface glycoprotein,"USA: Washington, King County",2020-04-24
QKV39024,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV39036,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-29
QKV39048,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV39060,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV39072,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39084,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39096,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV39108,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV39120,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV39132,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39144,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV39156,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-23
QKV39168,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV39180,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV39192,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-28
QKV39204,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39216,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV39240,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-28
QKV39263,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-24
QKV39275,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-05-05
QKV39287,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV39299,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-05-05
QKV39311,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-30
QKV39323,1273,surface glycoprotein,"USA: Washington, King County",2020-04-27
QKV39335,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV39347,1273,surface glycoprotein,"USA: Washington, King County",2020-05-05
QKV39359,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39371,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-24
QKV39383,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV39395,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV39407,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV39419,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-30
QKV39431,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV39443,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV39455,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV39467,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39479,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV39491,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV39503,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV39515,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV39527,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-30
QKV39539,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV39563,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-29
QKV39575,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-29
QKV39587,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-27
QKV39599,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV39611,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV39623,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39635,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-26
QKV39647,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV39659,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-27
QKV39671,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39683,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39695,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-29
QKV39707,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-24
QKV39719,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV39731,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV39743,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-29
QKV39755,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV39767,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39779,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV39791,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV39803,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39815,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV39827,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV39839,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV39851,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV39863,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-21
QKV39875,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV39887,1273,surface glycoprotein,"USA: Washington, King County",2020-04-24
QKV39899,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV39911,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV39923,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV39935,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-05-04
QKV39947,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV39959,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV39971,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV39983,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV39995,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV40007,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV40019,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV40031,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV40043,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV40055,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV40067,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV40079,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV40091,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV40103,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV40115,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV40127,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV40139,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-27
QKV40151,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-25
QKV40163,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV40175,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV40187,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV40199,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV40211,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV40223,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV40235,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV40247,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-29
QKV40259,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV40271,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV40283,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV40295,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-29
QKV40307,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV40319,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV40331,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV40343,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV40355,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV40367,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV40379,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV40391,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-05-04
QKV40403,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV40415,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV40439,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV40451,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-29
QKV40463,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV40475,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV40487,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV40499,1273,surface glycoprotein,"USA: Washington, King County",2020-05-05
QKV40511,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV40523,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-22
QKV40535,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-25
QKV40547,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV40559,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV40571,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV40583,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV40595,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV40607,1273,surface glycoprotein,"USA: Washington, King County",2020-04-25
QKV40619,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV40631,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV40643,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-04-30
QKV40655,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV40667,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV40691,1273,surface glycoprotein,"USA: Washington, Asotin County",2020-04-24
QKV40703,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-02
QKV40715,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV40727,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV40739,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV40751,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-22
QKV40787,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-03
QKV40799,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV40811,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV40835,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-26
QKV40847,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-24
QKV40859,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-22
QKV40871,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV40883,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV40895,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-24
QKV40907,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV40919,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV40931,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV40943,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV40955,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV40967,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV40991,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV41003,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV41015,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV41027,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-27
QKV41039,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV41051,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-05-03
QKV41063,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-24
QKV41075,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV41087,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV41099,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV41111,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV41123,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV41135,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV41147,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-21
QKV41159,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV41171,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV41183,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV41195,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV41207,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV41231,1273,surface glycoprotein,"USA: Washington, King County",2020-04-29
QKV41243,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV41255,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV41267,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV41279,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV41291,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-26
QKV41303,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV41315,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV41327,1273,surface glycoprotein,"USA: Washington, Adams County",2020-04-27
QKV41339,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV41351,1273,surface glycoprotein,"USA: Washington, Spokane County",2020-04-28
QKV41363,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV41387,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV41399,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV41411,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV41423,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV41435,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-05-04
QKV41447,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-22
QKV41459,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-02
QKV41471,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV41483,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV41495,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV41507,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-25
QKV41519,1273,surface glycoprotein,"USA: Washington, Cowlitz County",2020-04-27
QKV41531,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-04-28
QKV41543,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-05-01
QKV41567,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV41579,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV41591,1273,surface glycoprotein,"USA: Washington, Cowlitz County",2020-04-22
QKV41603,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV41615,1273,surface glycoprotein,"USA: Washington, Benton County",2020-04-28
QKV41627,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-24
QKV41639,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV41651,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV41663,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV41675,1273,surface glycoprotein,"USA: Washington, Spokane County",2020-04-28
QKV41687,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-23
QKV41699,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV41711,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV41735,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV41747,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-29
QKV41759,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV41771,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV41783,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-30
QKV41807,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV41819,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV41831,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV41843,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-03
QKV41867,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV41879,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV41891,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV41903,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV41915,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV41927,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV41939,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV41963,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV41975,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV41987,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV41999,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV42011,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV42023,1273,surface glycoprotein,"USA: Washington, Grant County",2020-04-22
QKV42035,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV42047,1273,surface glycoprotein,"USA: Washington, Franklin County",2020-04-21
QKV42059,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV42071,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-07
QKV42083,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-24
QKV42095,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV42107,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV42119,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV42131,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV42143,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV42155,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-27
QKV42167,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-22
QKV42215,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
QKV42227,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV42239,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-16
QKV42251,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-04-28
QKV42263,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV42275,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42287,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42299,1273,surface glycoprotein,"USA: Washington, Mason County",2020-04-22
QKV42311,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-03
QKV42323,1273,surface glycoprotein,"USA: Washington, Benton County",2020-04-28
QKV42335,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42358,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-30
