Accession,Length,Protein,Geo_Location,Collection_Date
QMT97072,1273,surface glycoprotein,USA: FL,2020-06-19
QOQ71670,1273,surface glycoprotein,USA: FL,2020-06-18
QMT96916,1273,surface glycoprotein,USA: FL,2020-06-18
QMT96928,1273,surface glycoprotein,USA: FL,2020-06-18
QNU10692,1273,surface glycoprotein,USA: FL,2020-06-17
QNU10704,1273,surface glycoprotein,USA: FL,2020-06-17
QMT96868,1273,surface glycoprotein,USA: FL,2020-06-16
QMT96892,1273,surface glycoprotein,USA: FL,2020-06-16
QMT96904,1273,surface glycoprotein,USA: FL,2020-06-16
QNE12440,1273,surface glycoprotein,USA: FL,2020-06-15
QMT96856,1273,surface glycoprotein,USA: FL,2020-06-15
QMT96880,1273,surface glycoprotein,USA: FL,2020-06-15
QNE12344,1273,surface glycoprotein,USA: FL,2020-06-13
QOQ71658,1273,surface glycoprotein,USA: FL,2020-06-12
QNO31772,1273,surface glycoprotein,USA: FL,2020-06-12
QNO31784,1273,surface glycoprotein,USA: FL,2020-06-12
QNE12332,1273,surface glycoprotein,USA: FL,2020-06-12
QNE12356,1273,surface glycoprotein,USA: FL,2020-06-12
QNE12368,1273,surface glycoprotein,USA: FL,2020-06-12
QNE12380,1273,surface glycoprotein,USA: FL,2020-06-12
QNE12392,1273,surface glycoprotein,USA: FL,2020-06-12
QNE12404,1273,surface glycoprotein,USA: FL,2020-06-12
QNE12416,1273,surface glycoprotein,USA: FL,2020-06-12
QNE12428,1273,surface glycoprotein,USA: FL,2020-06-12
QMT96820,1273,surface glycoprotein,USA: FL,2020-06-12
QMT96832,1273,surface glycoprotein,USA: FL,2020-06-12
QMT96844,1273,surface glycoprotein,USA: FL,2020-06-12
QNO31724,1273,surface glycoprotein,USA: FL,2020-06-11
QNO31736,1273,surface glycoprotein,USA: FL,2020-06-11
QNO31748,1273,surface glycoprotein,USA: FL,2020-06-11
QNE12308,1273,surface glycoprotein,USA: FL,2020-06-11
QNN95305,1273,surface glycoprotein,USA: FL,2020-06-10
QNE12296,1273,surface glycoprotein,USA: FL,2020-06-10
QMT96724,1273,surface glycoprotein,USA: FL,2020-06-10
QMT96736,1273,surface glycoprotein,USA: FL,2020-06-10
QMT96748,1273,surface glycoprotein,USA: FL,2020-06-10
QMT96760,1273,surface glycoprotein,USA: FL,2020-06-10
QMT96772,1273,surface glycoprotein,USA: FL,2020-06-10
QMT96784,1273,surface glycoprotein,USA: FL,2020-06-10
QMT96796,1273,surface glycoprotein,USA: FL,2020-06-10
QMT96808,1273,surface glycoprotein,USA: FL,2020-06-10
QNN95269,1273,surface glycoprotein,USA: FL,2020-06-09
QOQ71646,1273,surface glycoprotein,USA: FL,2020-06-08
QNU10680,1273,surface glycoprotein,USA: FL,2020-06-08
QNO31688,1273,surface glycoprotein,USA: FL,2020-06-08
QNO31700,1273,surface glycoprotein,USA: FL,2020-06-08
QNO31712,1273,surface glycoprotein,USA: FL,2020-06-08
QNN95281,1273,surface glycoprotein,USA: FL,2020-06-08
QNN95293,1273,surface glycoprotein,USA: FL,2020-06-08
QNE12284,1273,surface glycoprotein,USA: FL,2020-06-08
QOQ71204,1273,surface glycoprotein,USA: FL,2020-06-05
QOQ71216,1273,surface glycoprotein,USA: FL,2020-06-05
QOQ71610,1273,surface glycoprotein,USA: FL,2020-06-04
QOQ71622,1273,surface glycoprotein,USA: FL,2020-06-04
QOQ71634,1273,surface glycoprotein,USA: FL,2020-06-04
QNU10632,1273,surface glycoprotein,USA: FL,2020-06-04
QNU10644,1273,surface glycoprotein,USA: FL,2020-06-04
QNU10656,1273,surface glycoprotein,USA: FL,2020-06-04
QNU10668,1273,surface glycoprotein,USA: FL,2020-06-04
QNO31640,1273,surface glycoprotein,USA: FL,2020-06-04
QNO31664,1273,surface glycoprotein,USA: FL,2020-06-04
QNO31676,1273,surface glycoprotein,USA: FL,2020-06-04
QOQ71598,1273,surface glycoprotein,USA: FL,2020-06-03
QNO31652,1273,surface glycoprotein,USA: FL,2020-06-03
QLL35330,1273,surface glycoprotein,USA: FL,2020-06-03
QLL35342,1273,surface glycoprotein,USA: FL,2020-06-03
QLL35366,1273,surface glycoprotein,USA: FL,2020-06-03
QLL35378,1273,surface glycoprotein,USA: FL,2020-06-03
QLL35390,1273,surface glycoprotein,USA: FL,2020-06-03
QLH59042,1273,surface glycoprotein,USA: FL,2020-06-03
QOQ71181,1273,surface glycoprotein,USA: FL,2020-06-02
QNU10620,1273,surface glycoprotein,USA: FL,2020-06-02
QLL35354,1273,surface glycoprotein,USA: FL,2020-06-02
QLH58946,1273,surface glycoprotein,USA: FL,2020-06-02
QLH58958,1273,surface glycoprotein,USA: FL,2020-06-02
QLH58982,1273,surface glycoprotein,USA: FL,2020-06-02
QLH58994,1273,surface glycoprotein,USA: FL,2020-06-02
QLH59006,1273,surface glycoprotein,USA: FL,2020-06-02
QLH59018,1273,surface glycoprotein,USA: FL,2020-06-02
QLH59030,1273,surface glycoprotein,USA: FL,2020-06-02
QLH59054,1273,surface glycoprotein,USA: FL,2020-06-02
QNU10532,1273,surface glycoprotein,USA: FL,2020-06-01
QNU10543,1273,surface glycoprotein,USA: FL,2020-06-01
QNU10554,1273,surface glycoprotein,USA: FL,2020-06-01
QNU10565,1273,surface glycoprotein,USA: FL,2020-06-01
QNU10576,1273,surface glycoprotein,USA: FL,2020-06-01
QNU10587,1273,surface glycoprotein,USA: FL,2020-06-01
QLH58898,1273,surface glycoprotein,USA: FL,2020-06-01
QLH58922,1273,surface glycoprotein,USA: FL,2020-06-01
QLH58934,1273,surface glycoprotein,USA: FL,2020-06-01
QLH58970,1273,surface glycoprotein,USA: FL,2020-06-01
QLC47944,1273,surface glycoprotein,USA: FL,2020-06-01
QLH58910,1273,surface glycoprotein,USA: FL,2020-05-31
QNU10520,1273,surface glycoprotein,USA: FL,2020-05-29
QNO31628,1273,surface glycoprotein,USA: FL,2020-05-29
QMT96700,1273,surface glycoprotein,USA: FL,2020-05-29
QMT96712,1273,surface glycoprotein,USA: FL,2020-05-29
QLH58874,1273,surface glycoprotein,USA: FL,2020-05-29
QLH58886,1273,surface glycoprotein,USA: FL,2020-05-29
QNU10508,1273,surface glycoprotein,USA: FL,2020-05-28
QMT96652,1273,surface glycoprotein,USA: FL,2020-05-28
QMT96664,1273,surface glycoprotein,USA: FL,2020-05-28
QMT96676,1273,surface glycoprotein,USA: FL,2020-05-28
QOD06325,1273,surface glycoprotein,USA: FL,2020-05-27
QOD06337,1273,surface glycoprotein,USA: FL,2020-05-27
QOD06349,1273,surface glycoprotein,USA: FL,2020-05-27
QMT96688,1273,surface glycoprotein,USA: FL,2020-05-27
QNE12272,1273,surface glycoprotein,USA: FL,2020-05-26
QMU92035,1273,surface glycoprotein,USA: FL,2020-05-26
QNN95257,1273,surface glycoprotein,USA: FL,2020-05-25
QNE12260,1273,surface glycoprotein,USA: FL,2020-05-25
QNN95245,1273,surface glycoprotein,USA: FL,2020-05-23
QOQ71145,1273,surface glycoprotein,USA: FL,2020-05-22
QNN95221,1273,surface glycoprotein,USA: FL,2020-05-22
QNN95233,1273,surface glycoprotein,USA: FL,2020-05-22
QNE12236,1273,surface glycoprotein,USA: FL,2020-05-22
QNE12248,1273,surface glycoprotein,USA: FL,2020-05-22
QOQ71097,1273,surface glycoprotein,USA: FL,2020-05-21
QOQ71109,1273,surface glycoprotein,USA: FL,2020-05-21
QOQ71133,1273,surface glycoprotein,USA: FL,2020-05-21
QOQ71157,1273,surface glycoprotein,USA: FL,2020-05-21
QOQ71169,1273,surface glycoprotein,USA: FL,2020-05-21
QNN95209,1273,surface glycoprotein,USA: FL,2020-05-21
QNE12188,1273,surface glycoprotein,USA: FL,2020-05-21
QNE12224,1273,surface glycoprotein,USA: FL,2020-05-21
QLL36061,1273,surface glycoprotein,USA: FL,2020-05-21
QOQ71121,1273,surface glycoprotein,USA: FL,2020-05-20
QNO31616,1273,surface glycoprotein,USA: FL,2020-05-20
QNE12200,1273,surface glycoprotein,USA: FL,2020-05-20
QNE12212,1273,surface glycoprotein,USA: FL,2020-05-20
QNN95185,1273,surface glycoprotein,USA: FL,2020-05-18
QNN95197,1273,surface glycoprotein,USA: FL,2020-05-18
QNE12164,1273,surface glycoprotein,USA: FL,2020-05-18
QNE12176,1273,surface glycoprotein,USA: FL,2020-05-18
QLL36049,1273,surface glycoprotein,USA: FL,2020-05-18
QNN95173,1273,surface glycoprotein,USA: FL,2020-05-16
QOE86896,1273,surface glycoprotein,USA: FL,2020-05-15
QOE86968,1273,surface glycoprotein,USA: FL,2020-05-15
QNN95161,1273,surface glycoprotein,USA: FL,2020-05-15
QLH58826,1273,surface glycoprotein,USA: FL,2020-05-15
QLC47788,1273,surface glycoprotein,USA: FL,2020-05-15
QLC47800,1273,surface glycoprotein,USA: FL,2020-05-15
QLC47812,1273,surface glycoprotein,USA: FL,2020-05-15
QLC47824,1273,surface glycoprotein,USA: FL,2020-05-15
QLC47836,1273,surface glycoprotein,USA: FL,2020-05-15
QLC47848,1273,surface glycoprotein,USA: FL,2020-05-15
QLC47860,1273,surface glycoprotein,USA: FL,2020-05-15
QLC47908,1273,surface glycoprotein,USA: FL,2020-05-15
QLC47920,1273,surface glycoprotein,USA: FL,2020-05-15
QOE86908,1273,surface glycoprotein,USA: FL,2020-05-14
QOE86920,1273,surface glycoprotein,USA: FL,2020-05-14
QOE86932,1273,surface glycoprotein,USA: FL,2020-05-14
QOE86944,1273,surface glycoprotein,USA: FL,2020-05-14
QOE86956,1273,surface glycoprotein,USA: FL,2020-05-14
QOE86992,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58624,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58648,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58672,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58684,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58696,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58708,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58720,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58732,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58744,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58756,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58779,1273,surface glycoprotein,USA: FL,2020-05-14
QLH58802,1273,surface glycoprotein,USA: FL,2020-05-14
QLC47872,1273,surface glycoprotein,USA: FL,2020-05-14
QLC47884,1273,surface glycoprotein,USA: FL,2020-05-14
QLC47896,1273,surface glycoprotein,USA: FL,2020-05-14
QLC47932,1273,surface glycoprotein,USA: FL,2020-05-14
QOD07105,1273,surface glycoprotein,USA: FL,2020-05-13
QOD07129,1273,surface glycoprotein,USA: FL,2020-05-13
QOD07141,1273,surface glycoprotein,USA: FL,2020-05-13
QLH58600,1273,surface glycoprotein,USA: FL,2020-05-13
QLH58612,1273,surface glycoprotein,USA: FL,2020-05-13
QLH58814,1273,surface glycoprotein,USA: FL,2020-05-13
QLH58838,1273,surface glycoprotein,USA: FL,2020-05-13
QLC47728,1273,surface glycoprotein,USA: FL,2020-05-13
QLC47740,1273,surface glycoprotein,USA: FL,2020-05-13
QLC47752,1273,surface glycoprotein,USA: FL,2020-05-13
QLC47764,1273,surface glycoprotein,USA: FL,2020-05-13
QOD06277,1273,surface glycoprotein,USA: FL,2020-05-12
QOD06289,1273,surface glycoprotein,USA: FL,2020-05-12
QOD06301,1273,surface glycoprotein,USA: FL,2020-05-12
QOD06313,1273,surface glycoprotein,USA: FL,2020-05-12
QOD07081,1273,surface glycoprotein,USA: FL,2020-05-12
QOD07093,1273,surface glycoprotein,USA: FL,2020-05-12
QOD07117,1273,surface glycoprotein,USA: FL,2020-05-12
QNE12140,1273,surface glycoprotein,USA: FL,2020-05-12
QNE12152,1273,surface glycoprotein,USA: FL,2020-05-12
QLC47716,1273,surface glycoprotein,USA: FL,2020-05-12
QOD07069,1273,surface glycoprotein,USA: FL,2020-05-09
QOD07057,1273,surface glycoprotein,USA: FL,2020-05-08
QNO31580,1273,surface glycoprotein,USA: FL,2020-05-08
QNO31604,1273,surface glycoprotein,USA: FL,2020-05-08
QNE12128,1273,surface glycoprotein,USA: FL,2020-05-08
QLC47704,1273,surface glycoprotein,USA: FL,2020-05-08
QOD07009,1273,surface glycoprotein,USA: FL,2020-05-07
QOD07021,1273,surface glycoprotein,USA: FL,2020-05-07
QOD07033,1273,surface glycoprotein,USA: FL,2020-05-07
QOD07045,1273,surface glycoprotein,USA: FL,2020-05-07
QNO31592,1273,surface glycoprotein,USA: FL,2020-05-07
QLC47657,1273,surface glycoprotein,USA: FL,2020-05-07
QLC47669,1273,surface glycoprotein,USA: FL,2020-05-07
QLC47681,1273,surface glycoprotein,USA: FL,2020-05-07
QLC47692,1273,surface glycoprotein,USA: FL,2020-05-07
QNU10496,1273,surface glycoprotein,USA: FL,2020-05-06
QNO31556,1273,surface glycoprotein,USA: FL,2020-05-06
QLC47549,1273,surface glycoprotein,USA: FL,2020-05-06
QLC47621,1273,surface glycoprotein,USA: FL,2020-05-06
QLC47633,1273,surface glycoprotein,USA: FL,2020-05-06
QLC47645,1273,surface glycoprotein,USA: FL,2020-05-06
QLC47561,1273,surface glycoprotein,USA: FL,2020-05-05
QLC47573,1273,surface glycoprotein,USA: FL,2020-05-05
QLC47585,1273,surface glycoprotein,USA: FL,2020-05-05
QLC47597,1273,surface glycoprotein,USA: FL,2020-05-05
QLC47609,1273,surface glycoprotein,USA: FL,2020-05-05
QNN95149,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47357,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47369,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47381,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47393,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47405,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47417,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47441,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47453,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47465,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47477,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47489,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47501,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47513,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47525,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47537,1273,surface glycoprotein,USA: FL,2020-05-04
QLC47429,1273,surface glycoprotein,USA: FL,2020-05-03
QLC47237,1273,surface glycoprotein,USA: FL,2020-05-02
QLC47249,1273,surface glycoprotein,USA: FL,2020-05-02
QLC47321,1273,surface glycoprotein,USA: FL,2020-05-02
QLC47333,1273,surface glycoprotein,USA: FL,2020-05-02
QLC47345,1273,surface glycoprotein,USA: FL,2020-05-02
QNO31532,1273,surface glycoprotein,USA: FL,2020-05-01
QLC47213,1273,surface glycoprotein,USA: FL,2020-05-01
QLC47225,1273,surface glycoprotein,USA: FL,2020-05-01
QLC47261,1273,surface glycoprotein,USA: FL,2020-05-01
QLC47285,1273,surface glycoprotein,USA: FL,2020-05-01
QLC47297,1273,surface glycoprotein,USA: FL,2020-05-01
QLC47309,1273,surface glycoprotein,USA: FL,2020-05-01
QNN95137,1273,surface glycoprotein,USA: FL,2020-04-30
QLL36037,1273,surface glycoprotein,USA: FL,2020-04-30
QLC47273,1273,surface glycoprotein,USA: FL,2020-04-30
QMX62394,1273,surface glycoprotein,USA: FL,2020-04-29
QLL36013,1273,surface glycoprotein,USA: FL,2020-04-29
QLL36025,1273,surface glycoprotein,USA: FL,2020-04-29
QLH58516,1273,surface glycoprotein,USA: FL,2020-04-29
QLH58528,1273,surface glycoprotein,USA: FL,2020-04-29
QLH58540,1273,surface glycoprotein,USA: FL,2020-04-29
QLH58552,1273,surface glycoprotein,USA: FL,2020-04-29
QLH58564,1273,surface glycoprotein,USA: FL,2020-04-29
QLH58576,1273,surface glycoprotein,USA: FL,2020-04-29
QKK14496,1273,surface glycoprotein,USA: FL,2020-04-29
QKK14518,1273,surface glycoprotein,USA: FL,2020-04-29
QKK14530,1273,surface glycoprotein,USA: FL,2020-04-29
QKK14542,1273,surface glycoprotein,USA: FL,2020-04-29
QKK14565,1273,surface glycoprotein,USA: FL,2020-04-29
QKK14576,1273,surface glycoprotein,USA: FL,2020-04-29
QKK14587,1273,surface glycoprotein,USA: FL,2020-04-29
QKK14598,1273,surface glycoprotein,USA: FL,2020-04-29
QJU70581,1273,surface glycoprotein,USA: FL,2020-04-29
QKK14381,1273,surface glycoprotein,USA: FL,2020-04-28
QKK14450,1273,surface glycoprotein,USA: FL,2020-04-28
QKK14462,1273,surface glycoprotein,USA: FL,2020-04-28
QKK14474,1273,surface glycoprotein,USA: FL,2020-04-28
QKK14484,1273,surface glycoprotein,USA: FL,2020-04-28
QKK14507,1273,surface glycoprotein,USA: FL,2020-04-28
QKK14554,1273,surface glycoprotein,USA: FL,2020-04-28
QKK14257,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14267,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14278,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14289,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14300,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14312,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14335,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14347,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14358,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14369,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14392,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14402,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14414,1273,surface glycoprotein,USA: FL,2020-04-27
QKK14438,1273,surface glycoprotein,USA: FL,2020-04-27
QNN95125,1273,surface glycoprotein,USA: FL,2020-04-26
QLC47189,1273,surface glycoprotein,USA: FL,2020-04-26
QLC47201,1273,surface glycoprotein,USA: FL,2020-04-26
QNN95113,1273,surface glycoprotein,USA: FL,2020-04-25
QOW84900,1273,surface glycoprotein,USA: FL,2020-04-24
QOD06997,1273,surface glycoprotein,USA: FL,2020-04-24
QNN95077,1273,surface glycoprotein,USA: FL,2020-04-24
QNN95089,1273,surface glycoprotein,USA: FL,2020-04-24
QNN95101,1273,surface glycoprotein,USA: FL,2020-04-24
QLC47165,1273,surface glycoprotein,USA: FL,2020-04-24
QLC47177,1273,surface glycoprotein,USA: FL,2020-04-24
QKK14233,1273,surface glycoprotein,USA: FL,2020-04-24
QKK14245,1273,surface glycoprotein,USA: FL,2020-04-24
QNU11148,1273,surface glycoprotein,USA: FL,2020-04-23
QLH58384,1273,surface glycoprotein,USA: FL,2020-04-23
QLH58408,1273,surface glycoprotein,USA: FL,2020-04-23
QLH58420,1273,surface glycoprotein,USA: FL,2020-04-23
QLH58432,1273,surface glycoprotein,USA: FL,2020-04-23
QLH58444,1273,surface glycoprotein,USA: FL,2020-04-23
QLH58456,1273,surface glycoprotein,USA: FL,2020-04-23
QLH58480,1273,surface glycoprotein,USA: FL,2020-04-23
QLH58492,1273,surface glycoprotein,USA: FL,2020-04-23
QLH58504,1273,surface glycoprotein,USA: FL,2020-04-23
QLC47129,1273,surface glycoprotein,USA: FL,2020-04-23
QLC47141,1273,surface glycoprotein,USA: FL,2020-04-23
QLC47153,1273,surface glycoprotein,USA: FL,2020-04-23
QKK14426,1273,surface glycoprotein,USA: FL,2020-04-23
QNU10484,1273,surface glycoprotein,USA: FL,2020-04-22
QNO31520,1273,surface glycoprotein,USA: FL,2020-04-22
QNN95053,1273,surface glycoprotein,USA: FL,2020-04-22
QLH58348,1273,surface glycoprotein,USA: FL,2020-04-22
QLH58468,1273,surface glycoprotein,USA: FL,2020-04-22
QLC47045,1273,surface glycoprotein,USA: FL,2020-04-22
QLC47057,1273,surface glycoprotein,USA: FL,2020-04-22
QLC47093,1273,surface glycoprotein,USA: FL,2020-04-22
QLC47105,1273,surface glycoprotein,USA: FL,2020-04-22
QLC47117,1273,surface glycoprotein,USA: FL,2020-04-22
QNN95041,1273,surface glycoprotein,USA: FL,2020-04-21
QLH58312,1273,surface glycoprotein,USA: FL,2020-04-21
QLH58324,1273,surface glycoprotein,USA: FL,2020-04-21
QLH58336,1273,surface glycoprotein,USA: FL,2020-04-21
QLH58360,1273,surface glycoprotein,USA: FL,2020-04-21
QLH58372,1273,surface glycoprotein,USA: FL,2020-04-21
QLH58396,1273,surface glycoprotein,USA: FL,2020-04-21
QLC47033,1273,surface glycoprotein,USA: FL,2020-04-21
QLC47069,1273,surface glycoprotein,USA: FL,2020-04-21
QOD06265,1273,surface glycoprotein,USA: FL,2020-04-20
QOD06985,1273,surface glycoprotein,USA: FL,2020-04-20
QNU10472,1273,surface glycoprotein,USA: FL,2020-04-20
QNL14138,1273,surface glycoprotein,USA: FL,2020-04-20
QLH58300,1273,surface glycoprotein,USA: FL,2020-04-20
QLC46901,1273,surface glycoprotein,USA: FL,2020-04-20
QLC46925,1273,surface glycoprotein,USA: FL,2020-04-20
QLC46937,1273,surface glycoprotein,USA: FL,2020-04-20
QLC46949,1273,surface glycoprotein,USA: FL,2020-04-20
QLC46961,1273,surface glycoprotein,USA: FL,2020-04-20
QLC46973,1273,surface glycoprotein,USA: FL,2020-04-20
QLC47021,1273,surface glycoprotein,USA: FL,2020-04-20
QLC47081,1273,surface glycoprotein,USA: FL,2020-04-20
QKK14185,1273,surface glycoprotein,USA: FL,2020-04-20
QKK14197,1273,surface glycoprotein,USA: FL,2020-04-20
QKK14209,1273,surface glycoprotein,USA: FL,2020-04-20
QKK14221,1273,surface glycoprotein,USA: FL,2020-04-20
QKE12210,1273,surface glycoprotein,USA: FL,2020-04-20
QKE12222,1273,surface glycoprotein,USA: FL,2020-04-20
QKE12246,1273,surface glycoprotein,USA: FL,2020-04-20
QNU10448,1273,surface glycoprotein,USA: FL,2020-04-19
QNU10460,1273,surface glycoprotein,USA: FL,2020-04-19
QLH58204,1273,surface glycoprotein,USA: FL,2020-04-19
QLH58228,1273,surface glycoprotein,USA: FL,2020-04-19
QLH58240,1273,surface glycoprotein,USA: FL,2020-04-19
QLH58252,1273,surface glycoprotein,USA: FL,2020-04-19
QLH58264,1273,surface glycoprotein,USA: FL,2020-04-19
QLH58276,1273,surface glycoprotein,USA: FL,2020-04-19
QLH58288,1273,surface glycoprotein,USA: FL,2020-04-19
QLC46913,1273,surface glycoprotein,USA: FL,2020-04-19
QLC46985,1273,surface glycoprotein,USA: FL,2020-04-19
QLC46997,1273,surface glycoprotein,USA: FL,2020-04-19
QLC47009,1273,surface glycoprotein,USA: FL,2020-04-19
QKK14173,1273,surface glycoprotein,USA: FL,2020-04-19
QLY88527,1273,surface glycoprotein,USA: FL,2020-04-18
QLY88539,1273,surface glycoprotein,USA: FL,2020-04-18
QLY88551,1273,surface glycoprotein,USA: FL,2020-04-18
QLY88563,1273,surface glycoprotein,USA: FL,2020-04-18
QLC46853,1273,surface glycoprotein,USA: FL,2020-04-18
QLC46877,1273,surface glycoprotein,USA: FL,2020-04-17
QLC46889,1273,surface glycoprotein,USA: FL,2020-04-17
QKE12166,1273,surface glycoprotein,USA: FL,2020-04-17
QKE12198,1273,surface glycoprotein,USA: FL,2020-04-17
QNO31508,1273,surface glycoprotein,USA: FL,2020-04-16
QLY88479,1273,surface glycoprotein,USA: FL,2020-04-16
QLY88491,1273,surface glycoprotein,USA: FL,2020-04-16
QLY88503,1273,surface glycoprotein,USA: FL,2020-04-16
QLY88515,1273,surface glycoprotein,USA: FL,2020-04-16
QLC46841,1273,surface glycoprotein,USA: FL,2020-04-16
QLC46865,1273,surface glycoprotein,USA: FL,2020-04-16
QKK14136,1273,surface glycoprotein,USA: FL,2020-04-16
QKK14161,1273,surface glycoprotein,USA: FL,2020-04-16
QKE12024,1273,surface glycoprotein,USA: FL,2020-04-16
QKE12036,1273,surface glycoprotein,USA: FL,2020-04-16
QKE12048,1273,surface glycoprotein,USA: FL,2020-04-16
QKE12072,1273,surface glycoprotein,USA: FL,2020-04-16
QKE12106,1273,surface glycoprotein,USA: FL,2020-04-16
QKE12118,1273,surface glycoprotein,USA: FL,2020-04-16
QKE12130,1273,surface glycoprotein,USA: FL,2020-04-16
QKE12142,1273,surface glycoprotein,USA: FL,2020-04-16
QLH58168,1273,surface glycoprotein,USA: FL,2020-04-15
QLH58192,1273,surface glycoprotein,USA: FL,2020-04-15
QKK14064,1273,surface glycoprotein,USA: FL,2020-04-15
QKK14076,1273,surface glycoprotein,USA: FL,2020-04-15
QKK14088,1273,surface glycoprotein,USA: FL,2020-04-15
QKK14100,1273,surface glycoprotein,USA: FL,2020-04-15
QKK14112,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11847,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11883,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11907,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11919,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11931,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11943,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11955,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11967,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11979,1273,surface glycoprotein,USA: FL,2020-04-15
QKE11991,1273,surface glycoprotein,USA: FL,2020-04-15
QKE12003,1273,surface glycoprotein,USA: FL,2020-04-15
QKE12060,1273,surface glycoprotein,USA: FL,2020-04-15
QKE12094,1273,surface glycoprotein,USA: FL,2020-04-15
QKE12154,1273,surface glycoprotein,USA: FL,2020-04-15
QNU10424,1273,surface glycoprotein,USA: FL,2020-04-14
QNO31472,1273,surface glycoprotein,USA: FL,2020-04-14
QNO31484,1273,surface glycoprotein,USA: FL,2020-04-14
QNO31496,1273,surface glycoprotein,USA: FL,2020-04-14
QLH57869,1273,surface glycoprotein,USA: FL,2020-04-14
QLH58108,1273,surface glycoprotein,USA: FL,2020-04-14
QLH58180,1273,surface glycoprotein,USA: FL,2020-04-14
QLC46829,1273,surface glycoprotein,USA: FL,2020-04-14
QKK14039,1273,surface glycoprotein,USA: FL,2020-04-14
QKE11788,1273,surface glycoprotein,USA: FL,2020-04-14
QKE11799,1273,surface glycoprotein,USA: FL,2020-04-14
QKE11811,1273,surface glycoprotein,USA: FL,2020-04-14
QKE11823,1273,surface glycoprotein,USA: FL,2020-04-14
QKE11835,1273,surface glycoprotein,USA: FL,2020-04-14
QKE11859,1273,surface glycoprotein,USA: FL,2020-04-14
QKE11871,1273,surface glycoprotein,USA: FL,2020-04-14
QKE11895,1273,surface glycoprotein,USA: FL,2020-04-14
QOD06229,1273,surface glycoprotein,USA: FL,2020-04-13
QNU10376,1273,surface glycoprotein,USA: FL,2020-04-13
QNU10388,1273,surface glycoprotein,USA: FL,2020-04-13
QNU10400,1273,surface glycoprotein,USA: FL,2020-04-13
QNU10412,1273,surface glycoprotein,USA: FL,2020-04-13
QNU11507,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57750,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57762,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57773,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57785,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57797,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57809,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57821,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57857,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57881,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57893,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57905,1273,surface glycoprotein,USA: FL,2020-04-13
